86,79,86,81,73,79,85,82,84,72,67,91,91,83,70,78,77,77,76,74,82,76,88,86,81,84,80,74,81,81,90,87,88,75,87,78,88,86,74,81,78,77,68,78,71,82,95,73,75,78,86,83,80,81,91,85,90,80,78,83,79,76,77,86,77,86,89,78,85,84,93,88,82,78,72,92,73,85,79,70,74,85,83,84,91,70,78,81,84,82,81,76,80,78,72,86,80,84,79,75,87,85,73,69,79,80,80,60,81,78,76,76,80,86,72,87,83,78,70,82,79,98,73,72,75,90,81,85,81,82,80,78,78,85,78,81,80,76,90,79,83,74,79,84,73,76,88,88,78,84,87,81,77,87,87,80,74,87,86,78,87,84,83,91,72,87,63,86,77,81,80,73,92,71,88,78,92,69,95,74,75,85,86,82,70,80,87,78,88,69,76,64,67,83,82,82,86,82,72,76
32,35,37,37,26,37,28,26,27,35,25,30,35,37,30,47,39,30,37,27,40,26,41,30,31,33,27,34,32,41,25,35,32,28,30,31,27,30,24,32,36,36,33,34,30,25,36,46,30,30,32,26,29,39,30,35,40,44,33,20,30,30,32,41,33,29,38,30,41,31,32,36,28,28,35,29,32,35,37,29,33,30,29,30,26,34,31,40,31,40,30,31,40,39,30,36,29,28,33,33,30,31,24,36,31,18,37,37,35,36,36,29,36,36,28,35,37,38,31,34,35,38,20,30,27,38,31,41,31,32,33,36,31,25,27,27,32,28,34,40,27,28,46,31,31,36,39,34,39,32,30,31,28,24,39,38,43,30,34,20,26,30,30,35,25,27,28,38,40,33,28,26,28,34,37,31,25,35,40,32,40,35,34,37,27,26,38,34,30,32,25,34,24,33,39,26,27,40,31,26
125,120,121,134,122,121,119,126,121,133,137,113,123,116,134,118,137,118,122,130,118,132,115,129,128,116,128,119,108,130,138,137,125,142,129,120,129,133,145,120,128,124,122,117,128,126,121,125,117,131,136,115,138,124,124,124,128,120,120,119,129,129,112,125,129,112,127,128,123,123,120,138,125,128,133,132,136,126,125,127,119,121,122,139,121,127,138,122,122,127,134,113,129,113,124,130,137,127,128,127,131,114,123,123,128,116,133,127,128,127,115,134,118,126,122,125,127,138,126,121,110,131,128,115,122,135,127,118,126,136,113,121,121,131,117,132,128,126,126,119,134,124,125,124,124,142,122,116,129,129,112,119,115,122,124,121,123,115,133,139,124,127,141,121,119,130,139,123,128,117,121,117,128,119,138,118,133,127,124,128,134,122,116,124,119,112,121,128,131,117,130,127,126,124,122,128,129,128,131,125
88,85,77,76,82,83,78,84,84,78,73,81,82,75,73,82,78,76,79,76,88,84,80,78,84,72,72,81,91,74,76,84,97,81,74,80,94,84,73,94,82,79,77,91,87,88,79,78,70,96,83,79,87,76,74,81,89,93,80,84,73,71,69,88,72,84,82,82,76,75,65,85,79,90,79,92,71,73,76,79,74,84,69,73,74,81,68,88,73,85,75,77,93,74,89,85,84,76,77,89,94,69,76,88,93,91,84,77,86,78,73,91,79,76,76,89,82,80,78,90,84,82,77,87,76,72,92,87,82,70,83,76,87,82,86,66,72,74,83,92,87,84,88,86,73,84,87,75,96,83,82,75,80,84,72,84,80,80,83,83,74,84,81,86,79,76,89,71,86,74,82,91,80,82,82,87,84,76,77,75,83,77,75,91,96,80,76,86,73,81,76,73,83,68,85,92,82,92,81,79
143,153,147,138,138,143,141,142,141,145,147,142,149,148,141,150,143,143,148,140,136,137,146,141,140,145,151,141,142,142,144,144,133,142,154,136,143,150,144,147,143,144,144,142,145,140,135,145,142,140,141,135,139,139,142,136,138,143,133,140,143,144,145,143,145,143,141,145,141,143,151,141,139,138,138,135,146,142,149,148,145,144,144,138,143,138,138,142,142,152,150,139,144,143,146,141,135,145,142,142,142,150,143,147,143,132,138,145,142,142,142,147,144,147,140,129,146,146,142,142,144,139,141,138,145,142,144,143,142,144,143,144,139,138,132,136,142,143,140,137,146,138,138,139,137,140,140,139,140,142,142,148,146,143,147,138,137,140,141,144,141,139,146,137,149,143,137,143,145,139,138,139,148,143,141,143,153,145,137,145,142,142,136,148,144,138,135,138,136,141,140,145,147,138,137,143,143,139,147,146
